ID,Name,Age,Height(cm),Weight(kg),Nationality,Club,Value,Wage,Player_Position,Preferred_Foot,Body_Type,Stamina
211014,Paulinho,27,176,70,Portugal,AEK Athens,1600000,1000,RB,Right,Normal,84
211339,R. Cardozo,29,171,69,Bolivia,Bolivia,0,0,LM,Left,Normal,85
211741,T. Schütz,31,181,75,Germany,DSC Arminia Bielefeld,1300000,9000,CDM,Right,Normal,83
211840,M. Hartmann,31,193,94,Germany,SG Dynamo Dresden,1300000,10000,CDM,Right,Normal,74
211848,B. Zolinski,27,181,78,Germany,SC Paderborn 07,1900000,14000,ST,Right,Normal,87
211872,P. Heise,28,184,78,Germany,Norwich City,1500000,23000,LB,Left,Normal,82
212440,Jung Seok Hwa,28,171,63,Korea Republic,Gangwon FC,1800000,4000,LW,Right,Normal,73
213010,Cifu,28,174,66,Spain,Málaga CF,1500000,6000,RB,Right,Normal,78
213170,Jeong Jae Yong,28,188,83,Korea Republic,Pohang Steelers,1800000,5000,CM,Right,Normal,82
213374,Aderllan Santos,30,193,84,Brazil,Rio Ave FC,1400000,5000,CB,Right,Normal,62
213537,B. Sarr,28,189,81,Senegal,Damac FC,1600000,11000,CDM,Left,Normal,79
213556,Somália,30,180,73,Brazil,Al Shabab,1400000,16000,RB,Right,Normal,82
214004,D. Peralta,34,188,84,Colombia,Once Caldas,650000,2000,CB,Right,Normal,59
214031,G. Mera,29,187,87,Colombia,Junior FC,1500000,3000,CB,Left,Normal,67
214110,J. Cuadrado,34,181,76,Colombia,Atlético Nacional,775000,3000,GK,Right,Normal,33
214299,R. Caroca,29,174,72,Chile,Universidad de Chile,1500000,7000,CDM,Right,Normal,85
214326,C. Vilches,35,182,78,Chile,Unión La Calera,550000,2000,CB,Right,Normal,65
214369,A. Andrade,30,177,71,Colombia,Club Atlas,1700000,12000,LM,Right,Normal,71
214417,J. Blanco,27,183,69,Colombia,Unión Magdalena,1900000,1000,LM,Right,Lean,82
214418,S. Ubilla,28,172,68,Chile,Universidad de Chile,1800000,8000,ST,Right,Normal,64
214483,C. Arboleda,33,169,60,Colombia,Independiente Santa Fe,800000,2000,RB,Right,Normal,77
214506,R. Torres,33,187,88,Panama,Seattle Sounders FC,850000,5000,CB,Right,Stocky,46
214545,E. Blanco,29,179,79,Colombia,Atlético Bucaramanga,1500000,1000,CDM,Right,Stocky,78
214572,J. Angulo,30,180,72,Colombia,Deportivo Cali,1400000,2000,RB,Right,Normal,84
214733,M. Cerato,31,171,68,Argentina,CD Everton de Viña del Mar,1600000,3000,RW,Right,Lean,79
214835,R. Fernández,28,184,80,Chile,Al Fayha,1800000,14000,ST,Right,Normal,73
214854,R. Farfán,27,176,69,Chile,Coquimbo Unido,1900000,3000,RW,Right,Normal,74
214980,J. Caicedo,29,187,79,Colombia,New England Revolution,1800000,6000,ST,Right,Normal,62
214983,M. Ibáñez,32,190,88,Argentina,Patronato,1100000,7000,GK,Right,Normal,33
214986,F. Meza,29,176,74,Argentina,Club Necaxa,1500000,8000,CB,Right,Normal,66
214993,P. Alvarado,33,181,80,Argentina,Unión La Calera,850000,2000,CB,Right,Stocky,65
214998,M. Bogado,34,170,68,Argentina,Club Atlético Huracán,675000,9000,CDM,Right,Normal,80
215117,L. Desábato,29,176,76,Argentina,Cerezo Osaka,1500000,5000,CDM,Right,Normal,75
215159,W. Camacho,33,177,69,Uruguay,Club Tijuana,1100000,12000,RM,Left,Lean,69
215177,F. Cerro,31,179,75,Argentina,Defensa y Justicia,1500000,8000,CM,Right,Normal,81
215254,L. Lollo,32,184,85,Argentina,Club Atlético Banfield,1100000,8000,CB,Right,Stocky,45
215292,M. Cauteruccio,32,180,76,Uruguay,Cruz Azul,1400000,15000,ST,Right,Stocky,65
215938,M. Dal Hende,28,179,75,Denmark,FC Midtjylland,1500000,12000,LWB,Left,Normal,83
216067,R. Gagliolo,29,180,75,Italy,Parma,1500000,21000,LB,Left,Normal,71
217710,M. Barragán,27,179,76,Mexico,U.N.A.M.,1900000,13000,ST,Right,Normal,69
218687,J. Domínguez,32,175,70,Colombia,Alianza Petrolera,1200000,2000,CDM,Left,Normal,77
218737,Gabriel,31,176,70,Brazil,Dinamo Bucureşti,1300000,6000,RB,Right,Normal,87
219806,F. Adi,28,193,84,Nigeria,FC Cincinnati,1800000,6000,ST,Right,Normal,64
221480,Y. Cabrera,28,168,60,Colombia,América de Cali,1800000,2000,CAM,Left,Normal,68
221495,Eric,33,176,84,Brazil,FC Viitorul,1100000,7000,RW,Left,Stocky,73
222225,S. Popov,28,186,77,Bulgaria,Kasimpaşa SK,1500000,8000,RB,Right,Lean,67
222741,Leandro Pereira,27,190,76,Brazil,Sanfrecce Hiroshima,1900000,8000,ST,Right,Lean,71
222987,H. Yamaguchi,28,173,72,Japan,Vissel Kobe,1800000,5000,CM,Right,Lean,79
222991,M. Saito,29,169,68,Japan,Kawasaki Frontale,1700000,6000,RM,Right,Normal,66
222993,Y. Kakitani,29,177,68,Japan,Cerezo Osaka,1800000,6000,ST,Right,Lean,72
223054,C. Penilla,28,174,75,Ecuador,New England Revolution,1800000,5000,LM,Right,Lean,73
223313,H. Arslan,30,186,76,Turkey,Sivasspor,1500000,8000,CDM,Right,Normal,79
223339,Zé Manuel,28,178,71,Portugal,Santa Clara,1800000,4000,LW,Right,Normal,69
223422,E. Loeschbor,32,180,78,Argentina,Monarcas Morelia,1100000,6000,CB,Right,Normal,54
223818,João Afonso,29,188,84,Portugal,Santa Clara,1500000,4000,CB,Right,Normal,55
223875,Y. Bammou,27,188,78,Morocco,Alanyaspor,1900000,9000,RM,Right,Lean,65
224137,M. Riquelme,30,179,60,Argentina,Universidad de Chile,1700000,8000,ST,Right,Normal,70
224314,M. Gori,26,177,76,Italy,Frosinone,1900000,3000,CM,Left,Normal,78
224325,J. Sánchez,31,177,77,Colombia,Junior FC,1300000,2000,CDM,Right,Normal,73
224608,Cai Huikang,29,183,82,China PR,Shanghai SIPG FC,1500000,9000,CDM,Right,Stocky,81
224655,Rafael Defendi,35,191,88,Brazil,Famalicão,475000,3000,GK,Right,Normal,27
224885,Guilherme Sityá,29,180,79,Brazil,Jagiellonia Białystok,1500000,6000,LB,Left,Normal,82
226797,V. Malcorra,31,170,74,Argentina,U.N.A.M.,1600000,12000,LM,Left,Normal,68
228173,Ricardo Lopes,28,183,74,Brazil,Jeonbuk Hyundai Motors,1800000,7000,LM,Right,Normal,75
228203,A. Ashraf,28,176,73,Egypt,Egypt,0,0,LB,Left,Normal,69
228735,E. Farias,31,184,83,Venezuela,Junior FC,1600000,3000,ST,Right,Stocky,67
228908,J. Berthomier,29,177,74,France,Clermont Foot 63,1700000,5000,CAM,Left,Normal,74
229041,M. Tahrat,29,193,86,Algeria,Abha Club,1500000,11000,CB,Right,Lean,69
229276,P. Bartolomei,29,183,76,Italy,Spezia,1700000,3000,CM,Right,Lean,78
229294,A. Zhirov,28,193,89,Russia,SV Sandhausen,1600000,4000,CB,Left,Normal,67
229381,P. Rojas,27,167,72,Colombia,Jaguares de Córdoba,1900000,1000,RM,Right,Stocky,75
229496,Marco Baixinho,29,187,80,Portugal,FC Paços de Ferreira,1500000,6000,CB,Right,Normal,69
229851,A. Al Bulayhi,29,182,83,Saudi Arabia,Al Hilal,1500000,19000,CB,Left,Normal,70
230169,Victor Fachinhas,35,182,77,Brazil,Ceará Sporting Club,475000,4000,GK,Right,Normal,33
230243,Breno Bemposta,35,176,78,Brazil,Ceará Sporting Club,575000,5000,CDM,Right,Stocky,77
230249,Marlinito Dias,35,189,84,Brazil,Cruzeiro,575000,10000,CDM,Right,Normal,53
230342,Edsinho Torres,35,178,77,Brazil,Avaí FC,500000,6000,LB,Right,Normal,79
230350,Flávio Rebeilo,27,175,69,Brazil,Santos,1600000,17000,LB,Left,Lean,81
230362,Daguinho Parrela,35,185,81,Brazil,Internacional,500000,9000,RB,Right,Normal,78
230368,Bernardo Motinho,27,179,74,Brazil,Cruzeiro,1600000,14000,RB,Right,Lean,65
230382,Milton Menceiros,27,182,84,Brazil,Ceará Sporting Club,1600000,7000,CB,Right,Stocky,64
230398,Eltson Marques,27,188,88,Brazil,Internacional,1600000,13000,CB,Right,Normal,52
230405,Barbosaldinho,31,186,82,Brazil,Chapecoense,1300000,9000,CB,Right,Stocky,68
230415,Lourival Dinisco,31,188,85,Brazil,Fortaleza,1300000,7000,CB,Right,Normal,56
230443,Ansel Barnisco,31,184,82,Brazil,Fortaleza,1300000,7000,CDM,Right,Normal,72
230464,Alam Basteirinho,27,183,74,Brazil,Santos,1900000,19000,CAM,Left,Lean,47
230472,Renaldo Justinho,35,180,74,Brazil,Botafogo,775000,9000,CAM,Left,Lean,51
230474,Macarinho Louro,31,175,70,Brazil,Bahia,1600000,8000,CAM,Left,Lean,56
230480,Raphael Paneira,31,184,78,Brazil,Grêmio,1600000,17000,RW,Right,Normal,53
230489,Diogildo Peixe,31,181,71,Brazil,Avaí FC,1600000,10000,CAM,Right,Lean,62
230520,Sevinho Santos,31,180,75,Brazil,Cruzeiro,1600000,17000,ST,Right,Lean,54
231862,L. Castro,27,177,70,Colombia,Independiente Medellín,1900000,3000,ST,Right,Normal,73
232524,N. Romat,31,182,82,Argentina,Club Atlético Huracán,1300000,9000,RB,Right,Normal,78
232619,K. Shibasaki,34,176,65,Japan,Sanfrecce Hiroshima,900000,7000,CAM,Right,Lean,81
232879,R. Nagaki,31,173,72,Japan,Kashima Antlers,1300000,5000,RB,Right,Normal,73
233986,Jony Reitosa,27,176,74,Brazil,Ceará Sporting Club,1600000,7000,RB,Right,Stocky,83
233999,Jairo Farnias,31,179,76,Brazil,Internacional,1100000,11000,GK,Left,Normal,34
234017,Allan Ardaújo,31,178,75,Brazil,CSA - AL,1600000,8000,CAM,Right,Normal,69
234621,Assis,28,170,64,Brazil,Al Fayha,1600000,11000,CDM,Right,Normal,55
234989,A. Benedetti,27,170,64,Italy,Cittadella,1600000,2000,LB,Left,Normal,80
235041,J. Grimm,32,181,69,France,RC Strasbourg Alsace,1200000,14000,CDM,Right,Lean,70
235163,M. Castagnetti,29,180,71,Italy,US Cremonese,1700000,3000,CM,Left,Normal,88
235552,E. Seka,32,185,84,Guinea,AS Nancy Lorraine,1100000,4000,CB,Right,Stocky,76
236111,Vinicius Trieiro,27,177,73,Brazil,Botafogo,1600000,11000,RB,Right,Normal,76
236113,Jailson Oliva,27,171,65,Brazil,Atlético Mineiro,1600000,16000,RB,Right,Normal,77
236145,Luan Sendeiro,27,181,78,Brazil,Internacional,1600000,13000,CDM,Right,Normal,65
236172,Nilson Padilho,31,184,81,Brazil,Chapecoense,1600000,10000,CAM,Left,Normal,67
237075,C. Ramirez,28,188,85,United States,Houston Dynamo,1800000,6000,ST,Right,Normal,73
237581,D. Orgill,29,183,81,Jamaica,MKE Ankaragücü,1800000,14000,ST,Right,Normal,71
238924,D. Keita-Ruel,29,185,79,France,SpVgg Greuther Fürth,1800000,7000,ST,Right,Normal,85
239822,E. Tercero,23,182,69,Mexico,Tigres U.A.N.L.,1700000,26000,CB,Right,Lean,68
239841,V. Lampropoulos,29,185,83,Greece,Deportivo de La Coruña,1500000,6000,CB,Right,Normal,78
240526,M. Fouzair,27,168,69,Morocco,Al Raed,1900000,12000,RM,Right,Normal,70
241670,F. Bradarić,27,185,77,Croatia,Cagliari,1800000,17000,CM,Right,Lean,67
242467,D. Valdés,28,178,76,Colombia,Deportes Tolima,1800000,3000,ST,Right,Lean,66
243863,I. Plastun,28,193,80,Ukraine,KAA Gent,1600000,11000,CB,Right,Lean,62
243989,G. Zarfino,27,184,85,Uruguay,Extremadura UD,1600000,4000,CDM,Right,Normal,90
244017,M. Asselah,32,193,90,Algeria,Al Hazem,1100000,6000,GK,Right,Normal,30
244197,Corpas,27,178,72,Spain,UD Almería,1900000,5000,RM,Right,Normal,69
248017,C. Golofca,29,168,69,Romania,FC Botoşani,1700000,8000,LW,Right,Normal,76
251139,J. Soraire,30,175,70,Argentina,Arsenal de Sarandí,1600000,6000,CM,Right,Normal,82
251694,E. Sancero,33,174,71,Ecuador,Ecuador,0,0,LM,Left,Normal,73
246469,A. Urzi,19,168,64,Argentina,Club Atlético Banfield,2300000,4000,LM,Right,Normal,71
238049,P. Pomykal,19,170,66,United States,FC Dallas,2300000,2000,CAM,Left,Normal,79
239136,N. Cozza,20,178,72,France,Montpellier HSC,2200000,9000,CB,Left,Normal,75
242081,A. Almendra,19,182,76,Argentina,Boca Juniors,2200000,6000,CM,Right,Lean,69
242374,M. Barrow,20,183,77,Gambia,Atalanta,2300000,18000,ST,Right,Lean,52
246646,M. Caqueret,19,174,63,France,Olympique Lyonnais,2200000,15000,CM,Right,Lean,66
233222,K. Jóźwiak,21,176,70,Poland,Lech Poznań,2300000,4000,LM,Right,Stocky,72
234111,D. Turnbull,19,185,75,Scotland,Motherwell,2200000,2000,CM,Right,Lean,75
235450,Domingos Quina,19,175,66,Portugal,Watford,2300000,15000,CAM,Right,Lean,63
241496,T. Weah,19,185,66,United States,LOSC Lille,2300000,11000,ST,Right,Lean,61
242280,L. Ferguson,19,180,75,Scotland,Aberdeen,2200000,3000,CM,Right,Normal,75
244591,J. Bogle,18,178,69,England,Derby County,2000000,4000,RB,Right,Normal,67
244675,Sancet,19,188,73,Spain,Athletic Club de Bilbao,2200000,6000,CM,Right,Lean,58
227903,M. Romero,20,179,72,Argentina,Vélez Sarsfield,2300000,6000,ST,Right,Normal,70
231554,J. Justin,21,183,71,England,Leicester City,2100000,20000,RB,Right,Lean,79
234867,D. Arzani,20,171,73,Australia,Celtic,2300000,17000,RM,Right,Lean,58
240241,B. Toma,20,174,65,Switzerland,FC Sion,2300000,11000,CM,Right,Normal,72
243237,L. Pellegrini,20,178,72,Italy,Juventus,2100000,24000,LB,Left,Normal,69
244523,Javi Hernández,21,182,72,Spain,Real Madrid,2200000,33000,CB,Left,Normal,70
246145,I. Aliseda,19,169,69,Argentina,Defensa y Justicia,2300000,4000,LW,Right,Stocky,67
246203,S. Plaza,20,189,83,Ecuador,Real Valladolid CF,2300000,8000,ST,Right,Normal,67
246973,R. Márquez,21,184,83,Colombia,Unión Magdalena,2300000,1000,ST,Right,Lean,51
225964,J. Carrascal,21,178,54,Colombia,River Plate,2000000,8000,CAM,Right,Lean,48
232755,J. Dasilva,21,170,64,England,Bristol City,1900000,13000,LB,Left,Normal,68
236316,Y. Valery,20,180,70,France,Southampton,1900000,15000,RWB,Right,Lean,74
239025,I. Niane,20,187,73,Senegal,FC Metz,2000000,7000,ST,Right,Lean,58
239592,J. Macías,19,177,73,Mexico,Club León,2000000,9000,ST,Right,Lean,56
240658,S. Kiyine,21,182,75,Morocco,US Salernitana 1919,2000000,2000,CM,Right,Lean,71
240709,R. Baku,21,176,72,Germany,1. FSV Mainz 05,2000000,9000,CM,Right,Normal,68
243315,Dani Gómez,20,177,70,Spain,CD Tenerife,2000000,4000,ST,Right,Normal,63
251105,D. Joveljić,19,180,72,Serbia,Eintracht Frankfurt,2000000,10000,ST,Right,Lean,62
252000,D. Bradarić,19,178,69,Croatia,LOSC Lille,1800000,8000,LB,Left,Normal,68
219937,N. Körber,22,186,84,Germany,VfL Osnabrück,1500000,5000,GK,Right,Normal,28
228174,C. Carter-Vickers,21,183,92,United States,Stoke City,1700000,10000,CB,Right,Normal,55
228517,A. Rinomhota,22,179,70,England,Reading,1700000,8000,CDM,Right,Normal,81
229605,C. Connolly,21,183,70,England,Everton,1800000,20000,CDM,Right,Lean,68
231108,S. Hefti,21,182,78,Switzerland,FC St. Gallen,1700000,5000,RB,Right,Normal,80
232192,C. Martins,22,187,80,Luxembourg,BSC Young Boys,1700000,8000,CDM,Right,Lean,85
232669,S. Singh,20,175,65,New Zealand,Bayern München II,1900000,3000,CAM,Left,Lean,66
233050,M. Smith,19,177,68,Wales,Queens Park Rangers,1800000,3000,CM,Right,Lean,82
234925,K. Pierie,18,183,75,Netherlands,Ajax,1600000,2000,CB,Left,Normal,67
236830,Z. Youssouf,19,182,81,France,AS Saint-Étienne,1800000,8000,CM,Left,Normal,68
237324,V. Dragomir,20,178,67,Romania,Perugia,1900000,2000,CM,Left,Lean,73
240201,Nacho Méndez,21,179,77,Spain,Real Sporting de Gijón,1900000,4000,CM,Left,Normal,75
240956,M. Melluso,21,170,63,Argentina,Gimnasia y Esgrima La Plata,1700000,5000,LB,Left,Normal,69
242342,G. Lódico,21,162,63,Argentina,Club Atlético Lanús,1900000,7000,CM,Right,Lean,71
243792,Iñigo Vicente,21,178,67,Spain,CD Mirandés,1900000,3000,CAM,Right,Lean,58
245238,Javi Sánchez,22,189,77,Spain,Real Valladolid CF,1700000,7000,CB,Right,Normal,67
222079,J. Onomah,22,185,83,England,Fulham,1800000,17000,CM,Right,Lean,68
228732,H. Moukoudi,21,191,74,France,AS Saint-Étienne,1700000,9000,CB,Right,Stocky,73
228827,J. Fuchs,21,174,70,Cameroon,Deportivo Alavés,1700000,7000,CDM,Right,Normal,70
230824,Pedro Pereira,21,185,72,Portugal,Bristol City,1800000,14000,RM,Right,Normal,69
231823,J. Hoogma,21,190,81,Netherlands,FC Utrecht,1700000,6000,CB,Left,Lean,67
233486,R. Le Normand,22,187,80,France,Real Sociedad,1700000,10000,CB,Right,Normal,54
233500,L. Sinisterra,20,172,60,Colombia,Feyenoord,1800000,6000,RW,Right,Normal,76
235942,F. Cassata,21,183,76,Italy,Genoa,1800000,6000,CM,Right,Lean,68
236898,M. Aebischer,22,185,76,Switzerland,BSC Young Boys,1800000,9000,CM,Right,Lean,76
237155,S. Gnaka,20,179,64,Ivory Coast,KAS Eupen,1600000,4000,LB,Left,Lean,76
238274,F. Coman,21,182,72,Romania,FCSB (Steaua),1800000,6000,LM,Right,Lean,69
239342,H. Koffi,22,186,81,Burkina Faso,Os Belenenses,1400000,2000,GK,Right,Normal,24
239452,I. Diallo,20,179,68,France,Stade Brestois 29,1700000,6000,CDM,Right,Lean,73
239696,F. Muslija,20,172,65,Germany,Hannover 96,1800000,10000,LM,Right,Lean,84
243388,B. Sosa,21,186,77,Croatia,VfB Stuttgart,1600000,8000,LB,Left,Normal,67
245572,N. Rasskazov,21,180,73,Russia,Spartak Moscow,1600000,1000,RB,Right,Normal,62
245630,Y. Fofana,20,176,69,France,RC Strasbourg Alsace,1800000,10000,CM,Right,Normal,70
212100,M. Lowe,22,175,74,England,Derby County,1500000,10000,LB,Left,Lean,66
215363,L. Montipò,23,191,82,Italy,Benevento,1300000,2000,GK,Right,Normal,35
221841,A. Armstrong,22,172,69,England,Blackburn Rovers,1700000,9000,LM,Right,Normal,71
222497,Y. Leiva,21,166,63,Chile,Unión La Calera,1700000,2000,RM,Right,Lean,74
225589,J. Kerr,22,183,75,Scotland,St. Johnstone FC,1500000,3000,CB,Right,Normal,64
227511,N. Rapp,22,186,81,Germany,1. FC Union Berlin,1500000,13000,CB,Right,Normal,63
229348,A. Robinson,21,183,70,United States,Wigan Athletic,1500000,6000,LB,Left,Lean,73
232225,J. Serra,21,193,87,Germany,Holstein Kiel,1700000,6000,ST,Left,Normal,62
233121,C. Timite,21,177,79,Ivory Coast,Amiens SC,1700000,7000,ST,Right,Normal,65
233484,A. Campbell,20,175,74,Scotland,Motherwell,1700000,3000,CM,Right,Normal,90
233585,Lincoln,20,178,70,Brazil,Santa Clara,1700000,2000,CAM,Left,Lean,64
234789,Y. Eteki,21,182,76,Cameroon,Granada CF,1600000,6000,CDM,Right,Normal,71
235379,E. Ndoj,22,187,74,Albania,Brescia,1700000,6000,CM,Right,Lean,73
235619,M. Edwards,20,167,78,England,Tottenham Hotspur,1700000,24000,RM,Left,Lean,58
235983,Alex Pozo,20,173,62,Spain,Sevilla FC,1700000,6000,LM,Right,Normal,56
237245,E. Segura,22,175,70,Colombia,Los Angeles FC,1500000,3000,CB,Right,Normal,71
238050,C. Ejuke,21,176,72,Nigeria,SC Heerenveen,1700000,4000,LW,Right,Normal,75
238504,A. Bassi,21,173,72,Morocco,AS Nancy Lorraine,1700000,3000,CAM,Right,Normal,67
240458,Ander Guevara,21,180,73,Spain,Real Sociedad,1700000,9000,CM,Right,Normal,58
240964,N. Linares,23,175,72,Argentina,Club Atlético Banfield,1600000,6000,CDM,Right,Normal,74
241026,T. Chancalay,20,179,74,Argentina,Club Atlético Colón,1700000,6000,LW,Right,Lean,69
241119,Dani Martín,20,187,77,Spain,Real Betis,1300000,5000,GK,Right,Normal,30
241823,A. Cruz,21,173,62,Mexico,Club Tijuana,1500000,7000,LB,Left,Normal,76
243129,S. Callegari,22,188,83,Argentina,Newell's Old Boys,1500000,7000,CB,Right,Normal,63
244308,G. Fuentes,22,180,74,Colombia,Junior FC,1500000,2000,LB,Left,Lean,75
245492,H. Boussefiane,21,176,65,Morocco,Málaga CF,1700000,4000,RM,Right,Lean,64
247288,I. Camará,20,190,78,Guinea,Moreirense FC,1600000,4000,CDM,Right,Lean,61
248053,S. Arzamendia,21,172,69,Paraguay,Paraguay,0,0,LB,Left,Normal,65
206561,C. Walton,23,195,75,England,Blackburn Rovers,1300000,7000,GK,Left,Normal,22
223151,D. Oberlin,21,181,72,Switzerland,SV Zulte-Waregem,1700000,6000,ST,Right,Normal,70
226698,N. Giménez,23,179,77,Argentina,Arsenal de Sarandí,1600000,5000,CAM,Right,Normal,71
228082,D. Burnić,21,181,70,Germany,SG Dynamo Dresden,1500000,6000,CDM,Left,Lean,72
229038,Christian Rivera,21,191,87,Spain,UD Las Palmas,1500000,4000,CDM,Right,Normal,74
229091,B. Peacock-Farrell,22,192,73,Northern Ireland,Burnley,1300000,10000,GK,Left,Normal,40
229575,D. Mancini,22,171,72,Argentina,FC Girondins de Bordeaux,1600000,12000,RM,Right,Normal,74
229973,J. Piotrowski,21,188,80,Poland,KRC Genk,1600000,6000,CM,Right,Normal,75
231044,J. Aribo,22,183,76,England,Rangers FC,1600000,20000,CM,Left,Lean,75
233260,A. Vega,21,173,77,Mexico,Guadalajara,1700000,14000,ST,Right,Normal,75
234048,E. Ocansey,21,173,71,Ghana,KV Kortrijk,1600000,5000,RM,Left,Normal,69
234905,D. Vanzeir,21,175,77,Belgium,KV Mechelen,1600000,6000,RW,Right,Stocky,66
234948,L. Amani,21,172,64,Ivory Coast,KAS Eupen,1600000,5000,CM,Right,Normal,76
235675,M. García,22,169,65,Argentina,UD Las Palmas,1600000,5000,LM,Left,Lean,73
235888,I. Cardona,21,185,77,France,Stade Brestois 29,1700000,7000,ST,Right,Lean,75
236288,I. Mathew,22,173,70,Nigeria,Lillestrøm SK,1600000,3000,CM,Right,Normal,93
238346,H. Mendyl,21,179,73,Morocco,FC Schalke 04,1500000,9000,LB,Left,Normal,65
239550,A. Gravillon,21,185,80,France,Sassuolo,1500000,14000,CB,Right,Normal,55
239922,Rui Costa,23,179,73,Portugal,AD Alcorcón,1600000,5000,ST,Right,Normal,37
239950,Pêpê,22,183,69,Portugal,Vitória Guimarães,1600000,5000,CM,Right,Normal,71
240846,E. Apeh,22,180,70,Nigeria,RC Celta,1600000,10000,ST,Right,Normal,66
241238,J. Deminguet,21,178,74,France,Stade Malherbe Caen,1600000,4000,CM,Left,Lean,72
241509,Mauro Júnior,20,171,62,Brazil,Heracles Almelo,1600000,3000,CAM,Left,Lean,65
241522,J. Wind,20,190,82,Denmark,FC København,1700000,8000,ST,Right,Normal,68
242216,F. Varela,23,174,64,Argentina,CD Leganés,1600000,11000,CM,Right,Normal,70
242266,E. Bansen,21,195,91,Germany,SV Zulte-Waregem,1300000,4000,GK,Right,Normal,25
242336,Aguado,23,174,66,Spain,Real Valladolid CF,1600000,8000,CM,Right,Normal,64
244935,B. Eleke,23,190,88,Nigeria,FC Luzern,1600000,7000,ST,Right,Normal,71
245598,I. Baba,23,182,75,Ghana,RCD Mallorca,1500000,9000,CDM,Right,Normal,77
251504,Sori Mané,23,187,79,Guinea Bissau,Moreirense FC,1500000,5000,CDM,Right,Normal,81
252074,A. Rogel,21,190,84,Uruguay,Toulouse Football Club,1500000,8000,CB,Right,Lean,65
211966,M. Romeo,23,178,73,Antigua & Barbuda,Millwall,1400000,6000,RB,Right,Lean,75
213729,S. Rossbach,23,189,80,Norway,Odds BK,1200000,2000,GK,Right,Normal,44
215725,Quintillá,22,183,73,Spain,Villarreal CF,1400000,11000,LB,Left,Lean,65
220529,L. Palmiero,23,177,74,Italy,Pescara,1500000,2000,CM,Right,Normal,69
222557,J. Glad,22,185,72,United States,Real Salt Lake,1400000,3000,CB,Right,Lean,74
223570,J. Sambia,22,185,73,France,Montpellier HSC,1500000,12000,CM,Right,Normal,74
224487,E. Brophy,23,174,68,Scotland,Kilmarnock,1600000,4000,ST,Right,Stocky,78
227513,C. Arrieta,23,174,69,Colombia,Envigado FC,1400000,1000,RB,Right,Lean,92
229649,G. Suazo,21,175,67,Chile,Colo-Colo,1500000,3000,CM,Left,Lean,82
230598,J. Carreño,22,166,65,Chile,Universidad Católica,1500000,5000,CM,Right,Lean,87
230794,Nacho Gil,23,170,69,Spain,SD Ponferradina,1500000,4000,LM,Right,Stocky,52
231366,P. Lienhart,22,189,83,Austria,SC Freiburg,1400000,9000,CB,Right,Normal,67
231524,T. Pochettino,23,178,71,Argentina,Club Atlético Talleres,1500000,7000,CM,Right,Lean,75
231874,J. Horn,22,186,77,Germany,Hannover 96,1400000,11000,LB,Left,Normal,64
232120,S. Moore,22,179,73,United States,CD Tenerife,1400000,4000,RB,Right,Normal,71
233614,Messias,24,192,88,Brazil,Rio Ave FC,1400000,4000,CB,Right,Normal,61
234223,L. Maciel,23,178,72,Argentina,Club Atlético Aldosivi,1400000,5000,CDM,Right,Stocky,82
234385,N. Hauptmann,23,176,63,Germany,1. FC Köln,1500000,11000,CAM,Left,Lean,63
234790,Soriano,21,185,83,Spain,CD Leganés,1200000,6000,GK,Left,Lean,35
235123,A. Iniestra,23,176,79,Mexico,U.N.A.M.,1500000,9000,CM,Left,Normal,72
235899,D. Zeefuik,21,177,76,Netherlands,FC Groningen,1400000,4000,RB,Right,Normal,75
236466,C. Michelin,22,179,70,France,Racing Club de Lens,1400000,4000,RB,Right,Lean,71
236508,Adrián Diéguez,23,187,69,Spain,AD Alcorcón,1400000,4000,CB,Left,Lean,63
237039,L. Lamprou,21,183,76,Greece,PAOK,1600000,1000,LW,Right,Lean,73
237105,O. Cabezas,22,180,79,Colombia,Patriotas Boyacá FC,1400000,1000,CB,Left,Normal,65
237184,K. Bare,21,174,72,Albania,Málaga CF,1500000,4000,CM,Right,Normal,69
237807,D. Vente,20,181,70,Netherlands,Feyenoord,1600000,6000,ST,Right,Normal,65
239894,R. Kouamé,22,177,68,Mali,KSV Cercle Brugge,1400000,6000,CDM,Left,Lean,72
240802,J. Repas,22,171,68,Slovenia,Stade Malherbe Caen,1500000,4000,LM,Left,Normal,55
241696,H. De la Fuente,22,178,73,Argentina,Vélez Sarsfield,1400000,6000,RB,Right,Normal,83
242768,G. Kharaishvili,22,183,73,Georgia,IFK Göteborg,1500000,2000,CAM,Right,Lean,71
244229,D. Frare,23,187,77,Italy,Cittadella,1400000,2000,CB,Right,Normal,68
246067,H. Vaca,21,167,60,Bolivia,Bolivia,0,0,LM,Left,Lean,84
246690,A. Bareiro,22,184,84,Paraguay,San Lorenzo de Almagro,1600000,9000,ST,Right,Stocky,59
251168,N. Mujakić,21,189,78,Bosnia Herzegovina,KV Kortrijk,1400000,5000,CB,Left,Normal,69
251469,Pedro Amaral,21,178,72,Portugal,Rio Ave FC,1400000,3000,LB,Left,Normal,76
251901,Willyan,24,193,86,Brazil,Portimonense SC,1400000,4000,CB,Right,Normal,63
212121,J. Vanlerberghe,23,190,83,Belgium,KV Mechelen,1300000,6000,CDM,Right,Normal,73
